233,速8酒店(北京花园桥店)
348,麗枫酒店(北京石景山万达广场店)
499,首旅集团北京西苑饭店
210,IU酒店(北京西客站六里桥东地铁站店)
789,北京国家会议中心大酒店
174,飘HOME连锁酒店(北京建国门店)
315,北京世纪星豪酒店
247,速8酒店(北京紫竹院南路店)
594,北京友谊宾馆
631,北京饭店
522,北京长城饭店
689,首旅集团北京唯实酒店(唯实国际文化交流中心)
361,北京外国专家大厦
308,北京神舟商旅酒店(芍药居店)
254,北京畅悦酒店
556,北京鹏润国际大酒店
315,7天连锁酒店(北京上地店)
115,速8酒店(北京首都机场新国展后沙峪地铁站店)
264,速8酒店(北京五道口地质大学店)
181,7天连锁酒店(北京潘家园店)
